Longevity data downloaded from FMP by Suheeta Roy on 3 Feb 2023,,,,,,,,,,,,
Aging BXD colony @ UTHSC on two diets- chow and high fat,,,,,,,,,,,,
Animals with age at death >200 days are considered for longevity analysis,,,,,,,,,,,,
,,,,,,,,,,,,
Index,EarTagNumberCurrent,EarTagNumberOriginal,StrainName,Sex,Diet,AgeAtDeath (days),CauseOfDeath,DateOfBirth,DateDietStart,DateOfDeath,AgeAtSettingUp (days),
1197,2327,2327,BXD170,F,HF,553,Natural,7/30/15,11/3/15,2/2/17,96,
1198,858,858,BXD95,F,HF,554,Euthanized,2/14/12,7/20/12,8/21/13,157,
1199,277,277,BXD39,F,HF,554,Natural,9/29/11,2/13/12,4/5/13,137,
1200,2493,2493,BXD32,F,HF,554,Natural,8/12/15,1/14/16,2/16/17,155,
1201,922,587,BXD48,F,HF,555,Natural,12/10/11,7/20/12,6/17/13,223,
1202,2323,2323,BXD171,F,HF,556,Euthanized,8/4/15,9/9/15,2/10/17,36,
1203,872,872,BXD91,F,HF,556,Natural,3/26/12,7/20/12,10/3/13,116,
1204,2048,2048,BXD48,F,HF,556,Natural,10/13/14,2/6/15,4/21/16,116,
1205,1788,1788,BXD65b,F,HF,557,Natural,7/7/14,8/19/14,1/15/16,43,
1206,838,838,BXD53,F,HF,558,Natural,1/19/12,7/20/12,7/30/13,183,
1207,1408,1408,BXD65b,F,HF,559,Natural,1/15/14,4/11/14,7/28/15,86,
1208,2373,2373,BXD171,F,HF,559,Natural,7/25/15,11/3/15,2/3/17,101,
1209,2736,2736,BXD187,F,HF,560,Euthanized,10/31/17,1/8/18,5/14/19,69,
1210,416,416,BXD74,F,HF,560,Natural,10/26/11,2/13/12,5/8/13,110,
1211,2391,2391,BXD98,F,HF,561,Natural,6/16/15,11/3/15,12/28/16,140,
1212,2853,2853,BXD1,F,HF,561,Natural,6/11/18,7/23/18,12/24/19,42,
1213,2893,2893,BXD22,F,HF,562,Euthanized,7/24/18,11/19/18,2/6/20,118,
1214,162,162,BXD60,F,HF,563,Natural,10/16/11,2/13/12,5/1/13,120,
1215,1796,1493,BXD62,F,HF,563,Natural,1/19/14,4/11/14,8/5/15,82,
1216,2547,2547,BXD27,F,HF,563,Natural,1/6/16,2/5/16,7/22/17,30,
1217,308,308,BXD48a,F,HF,564,Euthanized,11/13/11,2/13/12,5/30/13,92,
1218,2772,2772,BXD199,F,HF,565,Euthanized,1/12/18,3/9/18,7/31/19,56,
1219,2775,2775,BXD75,F,HF,567,Euthanized,1/10/18,3/9/18,7/31/19,58,
1220,445,445,BXD60,F,HF,568,Euthanized,11/8/11,2/13/12,5/29/13,97,
1221,899,899,BXD16,F,HF,568,Natural,10/4/11,7/20/12,4/24/13,290,
1222,564,564,BXD48,F,HF,569,Natural,1/24/12,7/20/12,8/15/13,178,
1223,388,388,BXD32,F,HF,570,Euthanized,11/1/11,2/13/12,5/24/13,104,
1224,576,576,BXD69,F,HF,571,Natural,3/2/12,7/20/12,9/24/13,140,
1225,2022,2022,C57BL/6J,F,HF,572,Natural,10/17/14,2/6/15,5/11/16,112,
1226,343,343,BXD100,F,HF,573,Natural,11/3/11,2/10/12,5/29/13,99,
1227,352,352,BXD48a,F,HF,573,Natural,7/30/11,2/13/12,2/22/13,198,
1228,2734,2734,BXD187,F,HF,574,Euthanized,10/31/17,1/8/18,5/28/19,69,
1229,413,413,BXD61,F,HF,574,Natural,10/28/11,2/13/12,5/24/13,108,
1230,816,816,BXD63,F,HF,574,Natural,1/18/12,7/20/12,8/14/13,184,
1231,1457,1457,BXD51,F,HF,575,Euthanized,2/3/14,4/11/14,9/1/15,67,
1232,2800,2800,BXD31,F,HF,575,Euthanized,3/26/18,6/14/18,10/22/19,80,
1233,2812,2812,BXD5,F,HF,575,Euthanized,3/28/18,7/6/18,10/24/19,100,
1234,2781,2781,BXD194,F,HF,576,Euthanized,2/19/18,5/8/18,9/18/19,78,
1235,2783,2783,BXD194,F,HF,576,Euthanized,2/19/18,5/8/18,9/18/19,78,
1236,2791,2791,BXD31,F,HF,576,Natural,3/21/18,6/14/18,10/18/19,85,
1237,168,168,BXD60,F,HF,577,Natural,10/2/11,2/13/12,5/1/13,134,
1238,1289,1064,BXD48,F,HF,578,Natural,4/27/13,8/8/13,11/26/14,103,
1239,2081,2081,BXD90,F,HF,578,Natural,10/18/14,2/6/15,5/18/16,111,
1240,2708,2708,BXD195,F,HF,578,Natural,10/21/17,12/7/17,5/22/19,47,
1241,671,671,BXD29,F,HF,579,Euthanized,11/20/11,7/20/12,6/21/13,243,
1242,1924,1390,BXD45,F,HF,579,Natural,9/5/13,2/28/14,4/7/15,176,
1243,656,656,BXD85,F,HF,581,Natural,1/12/12,7/20/12,8/15/13,190,
1244,2769,2769,BXD199,F,HF,582,Natural,1/7/18,3/9/18,8/12/19,61,
1245,775,775,BXD27,F,HF,583,Natural,1/22/12,7/20/12,8/27/13,180,
1246,2345,2345,BXD186,F,HF,583,Natural,7/15/15,11/3/15,2/17/17,111,
1247,276,276,BXD34,F,HF,584,Natural,9/10/11,2/13/12,4/16/13,156,
1248,317,317,BXD60,F,HF,584,Natural,10/10/11,2/13/12,5/16/13,126,
1249,2100,2100,BXD65b,F,HF,585,Natural,10/25/14,2/6/15,6/1/16,104,
1250,2183,2183,DBA/2J,F,HF,585,Natural,12/4/14,3/13/15,7/11/16,99,
1251,517,517,C57BL/6J,F,HF,586,Natural,2/9/12,7/20/12,9/17/13,162,
1252,396,396,BXD90,F,HF,587,Natural,10/21/11,2/13/12,5/30/13,115,
1253,1245,1245,BXD77,F,HF,589,Natural,2/13/13,8/8/13,9/25/14,176,
1254,2704,2704,BXD214,F,HF,590,Natural,10/18/17,12/7/17,5/31/19,50,
1255,1592,1592,BXD85,F,HF,591,Natural,9/15/13,6/12/14,4/29/15,270,
1256,630,630,BXD98,F,HF,592,Natural,2/18/12,7/20/12,10/2/13,153,
1257,1004,1004,BXD9,F,HF,592,Natural,1/2/13,8/8/13,8/17/14,218,
1258,1244,1244,BXD100,F,HF,592,Natural,2/23/13,8/8/13,10/8/14,166,
1259,99,99,BXD12,F,HF,593,Natural,8/13/11,2/13/12,3/28/13,184,
1260,376,376,BXD9,F,HF,593,Natural,10/9/11,2/13/12,5/24/13,127,
1261,2243,2243,BXD200,F,HF,593,Natural,6/4/15,8/5/15,1/17/17,62,
1262,2428,2428,BXD16,F,HF,594,Natural,9/15/15,11/6/15,5/1/17,52,
1263,2787,2787,BXD197,F,HF,595,Euthanized,2/27/18,5/8/18,10/15/19,70,
1264,3008,3008,BXD61,F,HF,595,Euthanized,7/11/19,1/17/20,2/25/21,190,
1265,1949,1476,BXD62,F,HF,595,Natural,1/19/14,4/11/14,9/6/15,82,
1266,2291,2291,BXD16,F,HF,595,Natural,6/5/15,8/5/15,1/20/17,61,
1267,2610,2610,BXD101,F,HF,595,Natural,5/30/16,8/11/16,1/15/18,73,
1268,2326,2326,BXD170,F,HF,596,Natural,7/30/15,11/3/15,3/17/17,96,
1269,617,617,BXD79,F,HF,597,Natural,11/20/11,7/20/12,7/9/13,243,
1270,2833,2833,BXD11,F,HF,598,Euthanized,4/24/18,7/23/18,12/13/19,90,
1271,573,573,BXD69,F,HF,598,Natural,2/14/12,7/20/12,10/4/13,157,
1272,2099,2099,BXD65b,F,HF,598,Natural,10/25/14,2/6/15,6/14/16,104,
1273,2802,2802,BXD31,F,HF,599,Euthanized,3/26/18,6/14/18,11/15/19,80,
1274,1946,1494,BXD62,F,HF,599,Natural,1/19/14,4/11/14,9/10/15,82,
1275,2460,2460,BXD6,F,HF,600,Euthanized,11/5/15,1/14/16,6/27/17,70,
1276,390,390,BXD32,F,HF,601,Natural,11/1/11,2/13/12,6/24/13,104,
1277,2264,2264,BXD169,F,HF,601,Natural,6/20/15,8/5/15,2/10/17,46,
1278,616,616,BXD79,F,HF,603,Natural,11/20/11,7/20/12,7/15/13,243,
1279,2780,2780,BXD214,F,HF,604,Natural,1/21/18,3/27/18,9/17/19,65,
1280,3018,3018,BXD160,F,HF,605,Euthanized,7/13/19,1/17/20,3/9/21,188,
1281,686,686,BXD9,F,HF,605,Natural,3/15/12,7/20/12,11/10/13,127,
1282,2185,2185,DBA/2J,F,HF,607,Natural,11/13/14,3/13/15,7/12/16,120,
1283,2811,2811,BXD5,F,HF,609,Euthanized,3/28/18,7/6/18,11/27/19,100,
1284,460,460,BXD65,F,HF,609,Natural,9/23/11,2/13/12,5/24/13,143,
1285,2044,2044,BXD44,F,HF,609,Natural,9/29/14,2/6/15,5/30/16,130,
1286,2068,2068,BXD70,F,HF,609,Natural,9/29/14,2/6/15,5/30/16,130,
1287,659,659,BXD85,F,HF,610,Euthanized,1/12/12,7/20/12,9/13/13,190,
1288,1892,1892,BXD56,F,HF,611,Euthanized,6/17/14,10/22/14,2/18/16,127,
1289,2680,2680,BXD16,F,HF,611,Euthanized,1/16/17,2/24/17,9/19/18,39,
1290,3022,3022,BXD101,F,HF,611,Euthanized,7/16/19,1/17/20,3/18/21,185,
1291,434,434,BXD29,F,HF,611,Natural,11/12/11,2/13/12,7/15/13,93,
1292,803,803,BXD65,F,HF,611,Natural,2/29/12,7/20/12,11/1/13,142,
1293,2208,2208,BXD6,F,HF,611,Natural,6/2/15,8/5/15,2/2/17,64,
1294,2662,2662,BXD84,F,HF,611,Natural,8/27/16,12/13/16,4/30/18,108,
1295,470,470,BXD65b,F,HF,612,Euthanized,4/18/11,2/13/12,12/20/12,301,
1296,2991,2991,BXD169,F,HF,614,Natural,7/4/19,1/10/20,3/9/21,190,
1297,2414,2414,BXD6,F,HF,615,Euthanized,8/11/15,11/6/15,4/17/17,87,
1298,2437,2437,BXD28,F,HF,616,Natural,9/15/15,11/6/15,5/23/17,52,
1299,2700,2700,BXD191,F,HF,617,Euthanized,10/18/17,12/7/17,6/27/19,50,
1300,2782,2782,BXD194,F,HF,617,Euthanized,2/19/18,5/8/18,10/29/19,78,
1301,724,724,BXD56,F,HF,617,Natural,3/12/12,7/20/12,11/19/13,130,
1302,2116,2116,BXD101,F,HF,617,Natural,10/13/14,2/6/15,6/21/16,116,
1303,1868,1868,BXD77,F,HF,618,Natural,7/23/14,10/22/14,4/1/16,91,
1304,2253,2253,BXD40,F,HF,618,Natural,9/19/14,8/5/15,5/29/16,320,
1305,571,571,BXD69,F,HF,619,Natural,2/14/12,7/20/12,10/25/13,157,
1306,1858,1858,BXD70,F,HF,620,Natural,8/6/14,10/22/14,4/17/16,77,
1307,1909,1909,BXD73b,F,HF,620,Natural,6/22/14,10/22/14,3/3/16,122,
1308,2404,2404,BXD19,F,HF,620,Natural,8/13/15,11/6/15,4/24/17,85,
1309,2660,2660,BXD84,F,HF,620,Natural,11/4/16,12/13/16,7/17/18,39,
1310,2492,2492,BXD32,F,HF,621,Euthanized,8/12/15,1/14/16,4/24/17,155,
1311,2450,2450,BXD28,F,HF,621,Natural,11/5/15,1/14/16,7/18/17,70,
1312,2497,2497,BXD87,F,HF,622,Natural,8/5/15,1/14/16,4/18/17,162,
1313,2418,2418,BXD6,F,HF,623,Euthanized,8/11/15,11/6/15,4/25/17,87,
1314,841,841,BXD53,F,HF,623,Natural,1/19/12,7/20/12,10/3/13,183,
1315,1011,1011,BXD9,F,HF,623,Natural,1/2/13,8/8/13,9/17/14,218,
1316,2502,2502,DBA/2J,F,HF,623,Natural,8/13/15,1/14/16,4/27/17,154,
1317,419,419,BXD73b,F,HF,624,Natural,10/5/11,2/13/12,6/20/13,131,
1318,3028,3028,BXD62,F,HF,624,Natural,7/15/19,1/22/20,3/30/21,191,
1319,2155,2155,BXD32,F,HF,625,Natural,12/10/14,3/13/15,8/26/16,93,
1320,3014,3014,BXD194,F,HF,625,Natural,7/23/19,1/17/20,4/8/21,178,
1321,395,395,BXD67,F,HF,626,Euthanized,11/1/11,2/13/12,7/19/13,104,
1322,325,325,BXD100,F,HF,626,Natural,10/31/11,2/10/12,7/18/13,102,
1323,400,400,BXD69,F,HF,626,Natural,10/18/11,2/13/12,7/5/13,118,
1324,2749,2749,BXD172,F,HF,626,Natural,12/19/17,2/23/18,9/6/19,66,
1325,2394,2394,BXD44,F,HF,627,Natural,6/22/15,11/3/15,3/10/17,134,
1326,2405,2405,BXD19,F,HF,628,Natural,8/13/15,11/6/15,5/2/17,85,
1327,1834,1834,BXD45,F,HF,630,Natural,7/30/14,10/22/14,4/20/16,84,
1328,2463,2463,BXD6,F,HF,630,Natural,10/21/15,1/14/16,7/12/17,85,
1329,2840,2840,BXD15,F,HF,631,Natural,5/7/18,7/23/18,1/28/20,77,
1330,2866,2866,BXD181,F,HF,631,Natural,5/29/18,8/13/18,2/19/20,76,
1331,341,341,BXD100,F,HF,633,Natural,10/24/11,2/10/12,7/18/13,109,
1332,1210,1210,BXD62,F,HF,633,Natural,2/5/13,8/8/13,10/31/14,184,
1333,345,345,BXD100,F,HF,634,Natural,11/3/11,2/10/12,7/29/13,99,
1334,1067,1067,BXD60,F,HF,634,Natural,4/13/13,8/8/13,1/7/15,117,
1335,2308,2308,BXD175,F,HF,634,Natural,7/10/15,9/9/15,4/4/17,61,
1336,1287,1287,BXD65,F,HF,635,Natural,1/4/13,8/8/13,10/1/14,216,
1337,2564,2564,BXD19,F,HF,635,Natural,12/31/15,2/12/16,9/26/17,43,
1338,1808,1808,C57BL/6J,F,HF,637,Natural,7/18/14,10/22/14,4/15/16,96,
1339,3009,3009,BXD61,F,HF,638,Euthanized,7/11/19,1/17/20,4/9/21,190,
1340,2412,2412,BXD27,F,HF,638,Natural,8/13/15,11/6/15,5/12/17,85,
1341,2743,2743,BXD187,F,HF,638,Natural,11/28/17,2/23/18,8/28/19,87,
1342,585,585,BXD79,F,HF,639,Natural,11/26/11,7/20/12,8/26/13,237,
1343,586,586,BXD79,F,HF,639,Natural,11/26/11,7/20/12,8/26/13,237,
1344,605,605,BXD86,F,HF,639,Natural,11/21/11,7/20/12,8/21/13,242,
1345,2112,2112,BXD101,F,HF,639,Natural,9/25/14,2/6/15,6/25/16,134,
1346,2814,2814,BXD11,F,HF,640,Euthanized,4/21/18,7/6/18,1/21/20,76,
1347,347,347,BXD100,F,HF,640,Natural,11/3/11,2/10/12,8/4/13,99,
1348,750,750,BXD32,F,HF,640,Natural,1/14/12,7/20/12,10/15/13,188,
1349,2073,2073,BXD87,F,HF,640,Natural,10/6/14,2/6/15,7/7/16,123,
1350,2511,2511,BXD16,F,HF,640,Natural,10/30/15,1/14/16,7/31/17,76,
1351,733,733,BXD29,F,HF,641,Natural,1/1/12,7/20/12,10/3/13,201,
1352,2027,2027,BXD32,F,HF,641,Natural,9/11/14,2/6/15,6/13/16,148,
1353,708,708,BXD48a,F,HF,642,Natural,3/9/12,7/20/12,12/11/13,133,
1354,2088,2088,BXD73b,F,HF,642,Natural,10/14/14,2/6/15,7/17/16,115,
1355,2482,2482,BXD24,F,HF,642,Natural,11/13/15,1/14/16,8/16/17,62,
1356,2774,2774,BXD75,F,HF,643,Euthanized,1/10/18,3/9/18,10/15/19,58,
1357,2513,2513,BXD16,F,HF,644,Euthanized,10/30/15,1/14/16,8/4/17,76,
1358,2358,2358,BXD18,F,HF,644,Natural,6/30/15,11/3/15,4/4/17,126,
1359,608,608,BXD84,F,HF,645,Natural,1/2/12,7/20/12,10/8/13,200,
1360,1135,1135,DBA/2J,F,HF,645,Natural,3/21/13,8/8/13,12/26/14,140,
1361,2402,2402,BXD28,F,HF,645,Natural,8/26/15,11/6/15,6/1/17,72,
1362,2768,2768,BXD199,F,HF,646,Natural,1/7/18,3/9/18,10/15/19,61,
1363,566,566,BXD48,F,HF,647,Natural,1/24/12,7/20/12,11/1/13,178,
1364,2536,2536,BXD29,F,HF,649,Euthanized,10/4/15,1/15/16,7/14/17,103,
1365,2374,2374,BXD171,F,HF,650,Euthanized,7/25/15,11/3/15,5/5/17,101,
1366,2415,2415,BXD6,F,HF,650,Euthanized,8/11/15,11/6/15,5/22/17,87,
1367,2714,2714,BXD190,F,HF,650,Euthanized,10/18/17,12/7/17,7/30/19,50,
1368,304,304,BXD48a,F,HF,650,Natural,11/13/11,2/13/12,8/24/13,92,
1369,565,565,BXD48,F,HF,650,Natural,1/24/12,7/20/12,11/4/13,178,
1370,2105,2105,BXD65b,F,HF,650,Natural,10/9/14,2/6/15,7/20/16,120,
1371,2702,2702,BXD214,F,HF,651,Euthanized,10/18/17,12/7/17,7/31/19,50,
1372,2744,2744,BXD187,F,HF,651,Euthanized,11/28/17,2/23/18,9/10/19,87,
1373,2546,2546,BXD73,F,HF,654,Euthanized,1/9/16,2/5/16,10/24/17,27,
1374,1282,1282,BXD66,F,HF,654,Natural,1/12/13,8/8/13,10/28/14,208,
1375,2042,2042,BXD43,F,HF,654,Natural,10/17/14,2/6/15,8/1/16,112,
1376,2317,2317,BXD68,F,HF,654,Natural,10/22/14,9/9/15,8/6/16,322,
1377,2678,2678,BXD16,F,HF,654,Natural,1/16/17,2/24/17,11/1/18,39,
1378,111,111,BXD63,F,HF,655,Natural,3/6/11,2/13/12,12/20/12,344,
1379,473,473,BXD65b,F,HF,655,Natural,4/18/11,2/13/12,2/1/13,301,
1380,806,806,BXD65,F,HF,655,Natural,2/29/12,7/20/12,12/15/13,142,
1381,1930,1253,C57BL/6J,F,HF,655,Natural,3/18/13,8/8/13,1/2/15,143,
1382,2676,2676,BXD16,F,HF,655,Natural,1/6/17,2/24/17,10/23/18,49,
1383,2695,2695,BXD75,F,HF,656,Euthanized,10/22/17,12/7/17,8/9/19,46,
1384,2716,2716,BXD190,F,HF,656,Euthanized,10/18/17,12/7/17,8/5/19,50,
1385,172,172,BXD32,F,HF,656,Natural,10/16/11,2/13/12,8/2/13,120,
1386,1516,1516,BXD51,F,HF,656,Natural,1/9/14,4/11/14,10/27/15,92,
1387,639,639,D2B6F1,F,HF,657,Natural,12/28/11,7/20/12,10/15/13,205,
1388,1929,1099,C57BL/6J,F,HF,657,Natural,4/6/13,8/8/13,1/23/15,124,
1389,2388,2388,BXD43,F,HF,657,Natural,7/1/15,11/3/15,4/18/17,125,
1390,2703,2703,BXD214,F,HF,658,Euthanized,10/18/17,12/7/17,8/7/19,50,
1391,323,323,BXD100,F,HF,658,Natural,10/31/11,2/10/12,8/19/13,102,
1392,2445,2445,BXD8,F,HF,658,Natural,9/9/15,11/6/15,6/28/17,58,
1393,412,412,BXD61,F,HF,659,Natural,10/28/11,2/13/12,8/17/13,108,
1394,2707,2707,BXD195,F,HF,661,Euthanized,10/21/17,12/7/17,8/13/19,47,
1395,80,80,BXD102,F,HF,661,Natural,4/3/11,3/12/12,1/23/13,344,
1396,619,619,BXD79,F,HF,661,Natural,11/20/11,7/20/12,9/11/13,243,
1397,2622,2622,BXD168,F,HF,661,Natural,7/25/16,9/13/16,5/17/18,50,
1398,2836,2836,BXD15,F,HF,662,Euthanized,5/7/18,7/23/18,2/28/20,77,
1399,2837,2837,BXD15,F,HF,662,Euthanized,5/7/18,7/23/18,2/28/20,77,
1400,226,226,BXD102,F,HF,662,Natural,9/10/11,2/10/12,7/3/13,153,
1401,433,433,BXD89,F,HF,662,Natural,11/5/11,2/13/12,8/28/13,100,
1402,1539,1539,BXD24,F,HF,662,Natural,2/6/14,4/11/14,11/30/15,64,
1403,313,313,BXD60,F,HF,663,Natural,11/18/11,2/13/12,9/11/13,87,
1404,399,399,BXD90,F,HF,663,Natural,10/21/11,2/13/12,8/14/13,115,
1405,802,802,BXD65,F,HF,663,Natural,2/29/12,7/20/12,12/23/13,142,
1406,1557,1557,BXD66,F,HF,663,Natural,12/26/13,4/11/14,10/20/15,106,
1407,2134,2134,BXD70,F,HF,663,Natural,1/3/15,3/13/15,10/27/16,69,
1408,2377,2377,BXD86,F,HF,663,Natural,7/3/15,11/3/15,4/26/17,123,
1409,2661,2661,BXD84,F,HF,663,Natural,8/27/16,12/13/16,6/21/18,108,
1410,160,160,BXD70,F,HF,664,Natural,10/20/11,2/13/12,8/14/13,116,
1411,2244,2244,BXD200,F,HF,664,Natural,6/4/15,8/5/15,3/29/17,62,
1412,2333,2333,BXD168,F,HF,665,Euthanized,7/20/15,11/3/15,5/15/17,106,
1413,2869,2869,BXD181,F,HF,665,Euthanized,5/29/18,8/13/18,3/24/20,76,
1414,2026,2026,BXD32,F,HF,665,Natural,9/11/14,2/6/15,7/7/16,148,
1415,1394,1394,BXD77,F,HF,666,Natural,6/3/13,2/28/14,3/31/15,270,
1416,74,74,BXD98,F,HF,667,Natural,6/27/11,2/13/12,4/24/13,231,
1417,441,441,BXD73,F,HF,667,Natural,10/31/11,2/13/12,8/28/13,105,
1418,536,536,DBA/2J,F,HF,667,Natural,12/26/11,7/20/12,10/23/13,207,
1419,812,812,BXD63,F,HF,667,Natural,1/18/12,7/20/12,11/15/13,184,
1420,814,814,BXD63,F,HF,667,Natural,1/18/12,7/20/12,11/15/13,184,
1421,2632,2632,BXD171,F,HF,667,Natural,8/3/16,9/13/16,6/1/18,41,
1422,893,893,BXD88,F,HF,668,Natural,1/21/12,7/20/12,11/19/13,181,
1423,719,719,BXD101,F,HF,669,Euthanized,1/12/12,7/20/12,11/11/13,190,
1424,2238,2238,BXD175,F,HF,669,Natural,6/28/15,8/5/15,4/27/17,38,
1425,1490,1490,BXD70,F,HF,670,Natural,2/21/14,4/11/14,12/23/15,49,
1426,1832,1832,BXD45,F,HF,670,Natural,7/30/14,10/22/14,5/30/16,84,
1427,2355,2355,BXD8,F,HF,672,Natural,6/23/15,11/3/15,4/25/17,133,
1428,15,15,BXD61,F,HF,673,Natural,1/12/11,2/13/12,11/15/12,397,
1429,1510,1510,BXD70,F,HF,673,Natural,12/23/13,4/11/14,10/27/15,109,
1430,1887,1887,BXD32,F,HF,673,Natural,5/7/14,10/22/14,3/10/16,168,
1431,158,158,BXD70,F,HF,674,Natural,10/20/11,2/13/12,8/24/13,116,
1432,670,670,BXD29,F,HF,674,Natural,11/20/11,7/20/12,9/24/13,243,
1433,2265,2265,BXD169,F,HF,674,Natural,6/20/15,8/5/15,4/24/17,46,
1434,2619,2619,BXD161,F,HF,674,Natural,7/27/16,9/13/16,6/1/18,48,
1435,2307,2307,BXD175,F,HF,675,Euthanized,7/10/15,9/9/15,5/15/17,61,
1436,2831,2831,BXD11,F,HF,675,Euthanized,4/24/18,7/23/18,2/28/20,90,
1437,2514,2514,BXD16,F,HF,676,Euthanized,10/30/15,1/14/16,9/5/17,76,
1438,523,523,C57BL/6J,F,HF,676,Natural,2/27/12,7/20/12,1/3/14,144,
1439,534,534,DBA/2J,F,HF,676,Natural,2/17/12,7/20/12,12/24/13,154,
1440,1816,1816,DBA/2J,F,HF,676,Natural,6/30/14,10/22/14,5/6/16,114,
1441,2277,2277,C57BL/6J,F,HF,676,Natural,4/6/14,8/5/15,2/11/16,486,
1442,279,279,BXD56,F,HF,677,Natural,10/2/11,2/13/12,8/9/13,134,
1443,311,311,BXD55,F,HF,677,Natural,10/20/11,2/13/12,8/27/13,116,
1444,2060,2060,BXD48a,F,HF,677,Natural,9/3/14,2/6/15,7/11/16,156,
1445,2721,2721,BXD190,F,HF,678,Euthanized,11/1/17,1/8/18,9/10/19,68,
1446,3124,3124,C57BL/6J,F,HF,678,Euthanized,12/18/19,6/18/20,10/26/21,183,
1447,335,335,BXD100,F,HF,678,Natural,11/13/11,2/10/12,9/21/13,89,
1448,2389,2389,BXD43,F,HF,678,Natural,7/1/15,11/3/15,5/9/17,125,
1449,2779,2779,BXD214,F,HF,679,Euthanized,1/16/18,3/27/18,11/26/19,70,
1450,2871,2871,BXD22,F,HF,679,Euthanized,6/26/18,9/25/18,5/5/20,91,
1451,332,332,BXD77,F,HF,681,Natural,10/24/11,2/13/12,9/4/13,112,
1452,382,382,BXD32,F,HF,681,Natural,9/19/11,2/13/12,7/31/13,147,
1453,457,457,BXD63,F,HF,682,Natural,8/8/11,2/13/12,6/20/13,189,
1454,1477,1477,BXD62,F,HF,682,Natural,1/19/14,4/11/14,12/2/15,82,
1455,1089,1089,BXD69,F,HF,683,Natural,3/20/13,8/8/13,2/1/15,141,
1456,518,518,C57BL/6J,F,HF,684,Natural,2/9/12,7/20/12,12/24/13,162,
1457,634,634,BXD98,F,HF,685,Natural,1/2/12,7/20/12,11/17/13,200,
1458,658,658,BXD85,F,HF,685,Natural,1/12/12,7/20/12,11/27/13,190,
1459,1678,1678,BXD39,F,HF,685,Natural,2/6/14,6/12/14,12/23/15,126,
1460,1857,1857,BXD70,F,HF,685,Natural,8/6/14,10/22/14,6/21/16,77,
1461,2548,2548,BXD27,F,HF,685,Natural,1/6/16,2/5/16,11/21/17,30,
1462,2417,2417,BXD6,F,HF,686,Euthanized,8/11/15,11/6/15,6/27/17,87,
1463,141,141,BXD70,F,HF,686,Natural,9/28/11,2/13/12,8/14/13,138,
1464,572,572,BXD69,F,HF,686,Natural,2/14/12,7/20/12,12/31/13,157,
1465,2207,2207,BXD6,F,HF,687,Euthanized,6/2/15,8/5/15,4/19/17,64,
1466,835,835,BXD53,F,HF,687,Natural,1/24/12,7/20/12,12/11/13,178,
1467,837,837,BXD53,F,HF,687,Natural,1/24/12,7/20/12,12/11/13,178,
1468,2372,2372,BXD171,F,HF,687,Natural,7/25/15,11/3/15,6/11/17,101,
1469,372,372,BXD9,F,HF,688,Natural,9/24/11,2/13/12,8/12/13,142,
1470,2330,2330,BXD168,F,HF,689,Natural,7/10/15,11/3/15,5/29/17,116,
1471,2472,2472,BXD24,F,HF,689,Natural,11/5/15,1/14/16,9/24/17,70,
1472,1759,1699,BXD51,F,HF,691,Natural,12/12/13,7/25/14,11/3/15,225,
1473,641,641,D2B6F1,F,HF,692,Natural,12/28/11,7/20/12,11/19/13,205,
1474,1279,1038,BXD29,F,HF,692,Natural,2/21/13,8/8/13,1/14/15,168,
1475,2627,2627,BXD169,F,HF,694,Euthanized,8/8/16,9/13/16,7/3/18,36,
1476,2232,2232,BXD168,F,HF,695,Euthanized,6/20/15,8/5/15,5/15/17,46,
1477,174,174,BXD32,F,HF,695,Natural,9/7/11,2/13/12,8/2/13,159,
1478,207,207,BXD12,F,HF,695,Natural,10/2/11,2/13/12,8/27/13,134,
1479,3015,3015,BXD202,F,HF,695,Natural,7/12/19,1/17/20,6/6/21,189,
1480,2061,2061,BXD48a,F,HF,696,Natural,9/3/14,2/6/15,7/30/16,156,
1481,622,622,BXD48a,F,HF,697,Natural,2/1/12,7/20/12,12/29/13,170,
1482,405,405,BXD87,F,HF,698,Natural,10/7/11,2/13/12,9/4/13,129,
1483,2696,2696,BXD75,F,HF,700,Euthanized,10/22/17,12/7/17,9/22/19,46,
1484,533,533,DBA/2J,F,HF,700,Natural,2/17/12,7/20/12,1/17/14,154,
1485,1941,1833,BXD45,F,HF,700,Natural,7/30/14,10/22/14,6/29/16,84,
1486,2334,2334,BXD168,F,HF,700,Natural,7/20/15,11/3/15,6/19/17,106,
1487,319,319,BXD60,F,HF,701,Natural,10/10/11,2/13/12,9/10/13,126,
1488,2399,2399,BXD15,F,HF,701,Natural,7/7/15,11/3/15,6/7/17,119,
1489,3027,3027,BXD62,F,HF,702,Euthanized,7/15/19,1/22/20,6/16/21,191,
1490,601,601,BXD51,F,HF,702,Natural,2/20/12,7/20/12,1/22/14,151,
1491,1815,1815,DBA/2J,F,HF,702,Natural,6/30/14,10/22/14,6/1/16,114,
1492,2798,2798,BXD31,F,HF,702,Natural,3/26/18,6/14/18,2/26/20,80,
1493,193,193,BXD24,F,HF,703,Natural,9/3/11,2/13/12,8/6/13,163,
1494,1243,1243,BXD100,F,HF,703,Natural,2/23/13,8/8/13,1/27/15,166,
1495,407,407,BXD69,F,HF,704,Natural,10/18/11,2/13/12,9/21/13,118,
